iter	Logloss
0	0.3076754175
1	0.1694533496
2	0.1073191337
3	0.07871615749
4	0.06210630872
5	0.0476473473
6	0.03934482442
7	0.03341227065
8	0.02850046829
9	0.02502638935
10	0.02237898815
11	0.01979400373
12	0.01784974915
13	0.01642533729
14	0.01516977992
15	0.01413487713
16	0.01306117275
17	0.0121696789
18	0.01138192621
19	0.01072891276
20	0.01014015168
21	0.009611633918
22	0.009029446028
23	0.008588773853
24	0.00822301428
25	0.007853032854
26	0.007573126173
27	0.007233578009
28	0.006958633684
29	0.006714525155
30	0.006486709252
31	0.006267198331
32	0.00605256805
33	0.005874661906
34	0.005706468907
35	0.005555546013
36	0.005383498123
37	0.005211320664
38	0.005054342081
39	0.004914679511
40	0.004765368008
41	0.004652605619
42	0.004521130341
43	0.004424340499
44	0.004327784752
45	0.004233801932
46	0.004135974604
47	0.0040377701
48	0.003955934487
49	0.003879903511
50	0.003795723629
51	0.003721376988
52	0.003658414622
53	0.00358816116
54	0.003516501723
55	0.003449190829
56	0.003394229261
57	0.003340409056
58	0.003285176911
59	0.003235259541
60	0.003173811201
61	0.003103179435
62	0.003050770037
63	0.00299846698
64	0.002954512786
65	0.002913697683
66	0.002864664289
67	0.002811633218
68	0.00276411901
69	0.002717794558
70	0.00267841374
71	0.002639792756
72	0.00259739299
73	0.002562007694
74	0.002519583066
75	0.002487835428
76	0.002457378906
77	0.002425808932
78	0.002391732028
79	0.00236126842
80	0.002333842276
81	0.002306111275
82	0.002279970922
83	0.00225403052
84	0.002228554001
85	0.002202995902
86	0.00217520011
87	0.002150512755
88	0.002122602465
89	0.002101002398
90	0.002077724667
91	0.002052357236
92	0.002032881346
93	0.00200668055
94	0.00198534911
95	0.001966028521
96	0.001944056596
97	0.001921922958
98	0.001905782094
99	0.001886219313
100	0.001869045344
101	0.001849845176
102	0.001831501139
103	0.001811406663
104	0.001793473463
105	0.001778316004
106	0.001761958719
107	0.001744649813
108	0.001728497742
109	0.001712284601
110	0.001697745266
111	0.001681964954
112	0.001665548688
113	0.001649777269
114	0.001637012581
115	0.001623560536
116	0.001610229242
117	0.00159559786
118	0.001583576011
119	0.001570446811
120	0.001558330888
121	0.001544544
122	0.001530906679
123	0.001523324922
124	0.001512732049
125	0.001502288155
126	0.001491829244
127	0.001480435563
128	0.001469903858
129	0.00146184486
130	0.001451771277
131	0.001440557567
132	0.001428631355
133	0.001428631355
134	0.001421759567
135	0.001411009894
136	0.001403480793
137	0.001391645882
138	0.001381619096
139	0.001381425377
140	0.001372987738
141	0.001365057211
142	0.001355540844
143	0.00134579053
144	0.001345533228
145	0.001339004154
146	0.001339013005
147	0.001333202089
148	0.001333198597
149	0.001325503209
150	0.001325503209
151	0.001325503209
152	0.001318141745
153	0.001317676779
154	0.001308393565
155	0.00130292739
156	0.001297597626
157	0.001297486619
158	0.001297426789
159	0.001297426789
160	0.001297426789
161	0.001297426789
162	0.001297426789
163	0.001297426789
164	0.001297426789
165	0.001297426789
166	0.001297426789
167	0.001297426789
168	0.001297426789
169	0.001297426789
170	0.001297426789
171	0.001297426789
172	0.0012974073
173	0.001289926986
174	0.001288288527
175	0.001288288527
176	0.001282620596
177	0.0012824442
178	0.001275250274
179	0.001275250274
180	0.001275020829
181	0.00127496977
182	0.00127496977
183	0.00127496977
184	0.00127496977
185	0.00127496977
186	0.00127496977
187	0.00127496977
188	0.00127496977
189	0.001274954909
190	0.001266578824
191	0.001258863271
192	0.001258719863
193	0.001258719863
194	0.001252696809
195	0.00124619563
196	0.001246111664
197	0.00124324017
198	0.001237206128
199	0.001237140308
200	0.001230544392
201	0.001230544392
202	0.001223987865
203	0.001223882804
204	0.001217200585
205	0.001210054043
206	0.001205993926
207	0.001205993926
208	0.001205993926
209	0.001205993926
210	0.001205993926
211	0.001205993926
212	0.001205993926
213	0.001205993926
214	0.001205993926
215	0.001205993926
216	0.001205993926
217	0.001205998023
218	0.001200442025
219	0.001193998576
220	0.001186126462
221	0.001184636937
222	0.001177147426
223	0.001171468593
224	0.001165739515
225	0.001165638171
226	0.001162330387
227	0.001162339239
228	0.001162339239
229	0.00116231642
230	0.001161877255
231	0.001157121155
232	0.001157088835
233	0.001157090784
234	0.001156315673
235	0.001156048562
236	0.001156048562
237	0.001156048562
238	0.001156048562
239	0.001156048562
240	0.001156048562
241	0.001156048562
242	0.001156048562
243	0.001156048562
244	0.001156048562
245	0.001156048562
246	0.001156048562
247	0.001156048562
248	0.001156048562
249	0.001156048562
250	0.001156048562
251	0.001156048562
252	0.001156048562
253	0.001156048562
254	0.001156048562
255	0.00115602347
256	0.00115602347
257	0.00115602347
258	0.00115602347
259	0.00115602347
260	0.00115602347
261	0.00115602347
262	0.00115602347
263	0.00115602347
264	0.00115602347
265	0.001153104578
266	0.001153087787
267	0.001147517715
268	0.001147517715
269	0.001147495464
270	0.001145103114
271	0.001145054635
272	0.001138803848
273	0.001136398561
274	0.001129345744
275	0.001123313898
276	0.001120664574
277	0.001117265182
278	0.001110774675
279	0.001106509045
280	0.001104103525
281	0.001104103525
282	0.001104103525
283	0.001104103525
284	0.001104103525
285	0.001104103525
286	0.001104103525
287	0.001104103525
288	0.001104103525
289	0.001104103525
290	0.001104103525
291	0.001104103525
292	0.001104103525
293	0.001104103525
294	0.001104103525
295	0.001104103525
296	0.001104103525
297	0.001104103525
298	0.001104103525
299	0.001103902236
300	0.001103727257
301	0.001103755841
302	0.001098085082
303	0.001093827613
304	0.001093307103
305	0.001093307103
306	0.001093307103
307	0.001093307103
308	0.001093307103
309	0.001093307103
310	0.001093299632
311	0.001093299632
312	0.001093299632
313	0.001093299632
314	0.001093299632
315	0.001093299632
316	0.001093299632
317	0.001093299632
318	0.001093299632
319	0.001093299632
320	0.001093299632
321	0.001093299632
322	0.001093299632
323	0.001093299632
324	0.001093299632
325	0.001093299632
326	0.001093228009
327	0.00109299405
328	0.001092454902
329	0.00109230857
330	0.00109230857
331	0.00109230857
332	0.00109230857
333	0.00109230857
334	0.00109230857
335	0.00109230857
336	0.00109230857
337	0.00109230857
338	0.001092276657
339	0.001092235892
340	0.001092235892
341	0.001092235892
342	0.001092235892
343	0.001092235892
344	0.001092235892
345	0.001092235892
346	0.001092235892
347	0.001092088803
348	0.001091749912
349	0.001091749912
350	0.001091749912
351	0.001091749912
352	0.001091749912
353	0.001091749912
354	0.001091749912
355	0.001091749912
356	0.001091749912
357	0.001091749912
358	0.001091749912
359	0.001091749912
360	0.001091579219
361	0.00109148715
362	0.001091503148
363	0.001091359189
364	0.001091344572
365	0.001091336371
366	0.001091226681
367	0.001086959578
368	0.001086870901
369	0.001086886249
370	0.001086862943
371	0.001086862943
372	0.001086862943
373	0.001086862943
374	0.001086862943
375	0.001086862943
376	0.001086862943
377	0.001086862943
378	0.001086862943
379	0.001086862943
380	0.001086862943
381	0.001086862943
382	0.001086862943
383	0.001086862943
384	0.001086862943
385	0.001086862943
386	0.001086862943
387	0.001086862943
388	0.001086862943
389	0.001086862943
